"","CD_MUN","year","chik_incidence","denv_incidence","yfv_incidence","zika_incidence"
"11535",261640,2018,0.519194887,5.250725647,0,0.509398757
"11536",261640,2019,0.274291638,2.047391157,0,0.489806497
"11537",261650,2013,0,0,0,0
"11538",261650,2014,0,0.612007287,0,0
"11539",261650,2015,0,0.262288837,0,0
"11540",261650,2016,0,2.0983107,0,0
"11541",261650,2017,0.176615162,0.874296125,0,0
"11542",261650,2018,0,0.97138339,0,0
"11543",261650,2019,1.412921294,4.680301787,0,0
"11544",270010,2013,0,0,0,0
"11545",270010,2014,0,0.194890174,0,0
"11546",270010,2015,0,1.997624287,0,0
"11547",270010,2016,0,1.169341046,0,10.03684398
"11548",270010,2017,0.147644336,0.048722544,0,0.194890174
"11549",270010,2018,0,0,0,0
"11550",270010,2019,0,0,0,0
"11551",270020,2013,0,0,0,0
"11552",270020,2014,0,0.572197901,0,0
"11553",270020,2015,0,3.173097449,0,0
"11554",270020,2016,0,0.52017991,0,4.525565214
"11555",270020,2017,0,0,0,0
"11556",270020,2018,0,0,0,0
"11557",270020,2019,0,1.787749519,0,0.162522684
"11558",270030,2013,0,0.025587624,0,0
"11559",270030,2014,0,11.22443751,0,0
"11560",270030,2015,0,34.70534668,0,0
"11561",270030,2016,0,22.24417403,0,0.763364101
"11562",270030,2017,0.114725991,6.584548449,0,0.09808589
"11563",270030,2018,0.049168282,5.322466533,0,0.200770485
"11564",270030,2019,1.712695159,31.26283268,0,0.897321148
"11565",270040,2013,0,0,0,0
"11566",270040,2014,0,0.520216416,0,0
"11567",270040,2015,0,0.31212985,0,0
"11568",270040,2016,0,1.560649248,0,4.127050233
"11569",270040,2017,0.102370243,0.104043283,0,0
"11570",270040,2018,0,0,0,0.034123414
"11571",270040,2019,0.102370243,1.296689742,0,0.102370243
"11572",270050,2013,0,0,0,0
"11573",270050,2014,0,1.839426766,0,0
"11574",270050,2015,0,1.016525318,0,0
"11575",270050,2016,0,0.871307416,0,0.290435805
"11576",270050,2017,0.088945744,0.242029838,0,0
"11577",270050,2018,0,0,0,0.044472872
"11578",270050,2019,0.088945744,0.177891487,0,0
"11579",270060,2013,0,0,0,0
"11580",270060,2014,0,2.780884894,0,0
"11581",270060,2015,0,2.780884894,0,0
"11582",270060,2016,0,9.269616313,0,1.081455237
"11583",270060,2017,0.437485907,0.30898721,0,0
"11584",270060,2018,0,0.145828636,0,0
"11585",270060,2019,0.874971815,5.541488159,0,1.458286358
"11586",270070,2013,0,0,0,0
"11587",270070,2014,0,0.234219422,0,0
"11588",270070,2015,0,9.228245225,0,0
"11589",270070,2016,0,0.374751075,0,0
"11590",270070,2017,0,0.046843884,0,0
"11591",270070,2018,0,0.134823546,0,0
"11592",270070,2019,0,2.921176824,0,0
"11593",270080,2013,0,0,0,0
"11594",270080,2014,0,3.229217234,0,0
"11595",270080,2015,0,5.888572604,0,0
"11596",270080,2016,0,3.799079099,0,0
"11597",270080,2017,0,0.37990791,0,0
"11598",270080,2018,0,0.21560772,0,0
"11599",270080,2019,0.43121544,16.60179445,0,0
"11600",270090,2013,0,0,0,0
"11601",270090,2014,0,1.84649889,0,0
"11602",270090,2015,0,3.824890557,0,0
"11603",270090,2016,0,1.055142223,0,0
"11604",270090,2017,0,0.263785556,0,0
"11605",270090,2018,0,0.133605694,0,0
"11606",270090,2019,0,2.137691103,0,0.133605694
"11607",270100,2013,0,0,0,0
"11608",270100,2014,0,0.931380802,0,0
"11609",270100,2015,0,1.60582897,0,0
"11610",270100,2016,0,1.60582897,0,13.84224572
"11611",270100,2017,0,0,0,0.032116579
"11612",270100,2018,0,0,0,0
"11613",270100,2019,0,1.154027209,0,1.570759257
"11614",270110,2013,0,0,0,0
"11615",270110,2014,0,9.304704266,0,0
"11616",270110,2015,0,2.398119656,0,0
"11617",270110,2016,0,0.383699145,0,0.76739829
"11618",270110,2017,0,0,0,0
"11619",270110,2018,0,0.305946701,0,0
"11620",270110,2019,0,1.631715737,0,0
"11621",270120,2013,0,0,0,0
"11622",270120,2014,0,1.042038655,0,0
"11623",270120,2015,0,13.89384874,0,0
"11624",270120,2016,0,0.521019328,0,0.260509664
"11625",270120,2017,0,0.173673109,0,0
"11626",270120,2018,0,0,0,0
"11627",270120,2019,0.086536751,3.028786269,0,0
"11628",270130,2013,0,0,0,0
"11629",270130,2014,0,4.009093383,0,0
"11630",270130,2015,0,0.903457664,0,0
"11631",270130,2016,0,1.016389872,0,0.56466104
"11632",270130,2017,0,0.056466104,0,0.056466104
"11633",270130,2018,0,0.11203862,0,0
"11634",270130,2019,0.11203862,1.792617923,0,0.05601931
"11635",270135,2013,0,0,0,0
"11636",270135,2014,0,0.393053485,0,0
"11637",270135,2015,0,1.965267424,0,0
"11638",270135,2016,0,1.703231767,0,5.502748786
"11639",270135,2017,0,0.131017828,0,0
"11640",270135,2018,0,0.130761942,0,0
"11641",270135,2019,0,1.176857481,0,0.130761942
"11642",270140,2013,0,0,0,0
"11643",270140,2014,0,0.242041038,0,0
"11644",270140,2015,0,0.812566342,0,0
"11645",270140,2016,0,1.037318734,0,0.414927494
"11646",270140,2017,0,0.017288646,0,0
"11647",270140,2018,0,0.015994062,0,0
"11648",270140,2019,0.607774366,2.591038089,0,0.255904996
"11649",270150,2013,0,0,0,0
"11650",270150,2014,0,1.132031037,0,0
"11651",270150,2015,0,4.103612511,0,0
"11652",270150,2016,0,5.943162947,0,0
"11653",270150,2017,0,1.981054316,0,0
"11654",270150,2018,0,0.291583042,0,0
"11655",270150,2019,0,11.08015558,0,0
"11656",270160,2013,0,0,0,0
"11657",270160,2014,0,2.032473787,0,0
"11658",270160,2015,0,22.63187028,0,0
"11659",270160,2016,0,0.439453792,0,0.054931724
"11660",270160,2017,0,0.054931724,0,0
"11661",270160,2018,0,0.453558308,0,0
"11662",270160,2019,0,0.737032251,0,0
"11663",270170,2013,0,0,0,0
"11664",270170,2014,0,0.259511272,0,0
"11665",270170,2015,0,0.259511272,0,0
"11666",270170,2016,0,0.103804509,0,0.051902254
"11667",270170,2017,0.110733207,0,0,0
"11668",270170,2018,0,0.055366604,0,0.276833018
"11669",270170,2019,0.166099811,3.764929045,0,1.550264901
"11670",270180,2013,0,0,0,0
"11671",270180,2014,0,1.245232373,0,0
"11672",270180,2015,0,5.949443558,0,0
"11673",270180,2016,0,19.37028135,0,0
"11674",270180,2017,0,0.415077458,0,0
"11675",270180,2018,0,0.12715915,0,0
"11676",270180,2019,0,0.5086366,0,0
"11677",270190,2013,0,0,0,0
"11678",270190,2014,0,1.432793988,0,0
"11679",270190,2015,0,4.558889963,0,0
"11680",270190,2016,0,0.260507998,0,0
"11681",270190,2017,0,0,0,0
"11682",270190,2018,0,0.139575624,0,0
"11683",270190,2019,0,0.139575624,0,0.279151247
"11684",270200,2013,0,0,0,0
"11685",270200,2014,0,9.647344801,0,0
"11686",270200,2015,0,11.95431856,0,0
"11687",270200,2016,0,10.80083168,0,0
"11688",270200,2017,0.111986366,4.089635296,0,0.209724887
"11689",270200,2018,1.455822761,2.463700058,0,0.111986366
"11690",270200,2019,0,32.58803258,0,0.223972733
"11691",270210,2013,0,0,0,0
"11692",270210,2014,0,0.201790912,0,0
"11693",270210,2015,0,4.600832787,0,0
"11694",270210,2016,0,4.358683693,0,4.116534599
"11695",270210,2017,0,0,0,0.040358182
"11696",270210,2018,0,0.737944304,0,0
"11697",270210,2019,0.038839174,2.796420519,0,0.116517522
"11698",270220,2013,0,0,0,0
"11699",270220,2014,0,5.441989006,0,0
"11700",270220,2015,0,2.665464003,0,0
"11701",270220,2016,0,6.219416007,0,0.222122
"11702",270220,2017,0,0,0,0
"11703",270220,2018,0,0,0,0.109992507
"11704",270220,2019,0.659955042,9.459355608,0,0.439970028
"11705",270230,2013,0,0.015319168,0,0
"11706",270230,2014,0,0.137872516,0,0
"11707",270230,2015,0,0.091915011,0,0
"11708",270230,2016,0,0.137872516,0,0.643405075
"11709",270230,2017,0,0,0,0
"11710",270230,2018,0.883952942,0.144910318,0,0.231856509
"11711",270230,2019,1.565031438,2.028744457,0,0.333293732
"11712",270235,2013,0,0,0,0
"11713",270235,2014,0,4.604051856,0,0
"11714",270235,2015,0,17.56545871,0,0
"11715",270235,2016,0,9.208103711,0,0.400352335
"11716",270235,2017,0,2.051805718,0,0
"11717",270235,2018,0,1.18414337,0,0
"11718",270235,2019,0,12.13746954,0,0
"11719",270240,2013,0,0,0,0
"11720",270240,2014,0,1.517245335,0,0
"11721",270240,2015,0,8.916734124,0,0
"11722",270240,2016,0,2.847752783,0,0.256764595
"11723",270240,2017,0.136275797,0.280106831,0,0.093368944
"11724",270240,2018,0.090850532,0.181701063,0,0.181701063
"11725",270240,2019,0.022712633,1.975999062,0,0.181701063
"11726",270250,2013,0,0,0,0
"11727",270250,2014,0,0.619742412,0,0
"11728",270250,2015,0,18.90214357,0,0
"11729",270250,2016,0,3.098712061,0,0.929613618
"11730",270250,2017,0,0.464806809,0,0
"11731",270250,2018,0,0.96318297,0,0
"11732",270250,2019,0.32106099,0.481591485,0,0
"11733",270255,2013,0,0,0,0
"11734",270255,2014,0,2.720280885,0,0
"11735",270255,2015,0,14.72932577,0,0
"11736",270255,2016,0,4.777078628,0,0
"11737",270255,2017,0,0.265393257,0,0
"11738",270255,2018,0,0.332312061,0,0
"11739",270255,2019,0.066462412,3.057270964,0,0
"11740",270260,2013,0,0,0,0
"11741",270260,2014,0,9.591463568,0,0
"11742",270260,2015,0,14.07921258,0,0
"11743",270260,2016,0,11.79134053,0,6.863616131
"11744",270260,2017,0.090118742,1.319926179,0,0.307982775
"11745",270260,2018,0,0.585771825,0,0.045059371
"11746",270260,2019,2.252968559,7.524914988,0,0.901187424
"11747",270270,2013,0,0,0,0
"11748",270270,2014,0,0,0,0
"11749",270270,2015,0,0,0,0
"11750",270270,2016,0,0,0,0
"11751",270270,2017,0,0,0,0
"11752",270270,2018,0,0,0,0
"11753",270270,2019,4.67420775,6.343567661,0,0
"11754",270280,2013,0,0,0,0
"11755",270280,2014,0,0.667311576,0,0
"11756",270280,2015,0,0.606646887,0,0
"11757",270280,2016,0,0.121329377,0,0.242658755
"11758",270280,2017,0,0,0,0.181994066
"11759",270280,2018,0,0,0,0
"11760",270280,2019,0.367576499,8.331733977,0,0.1225255
"11761",270290,2013,0,0,0,0
"11762",270290,2014,0,1.151015215,0,0
"11763",270290,2015,0,2.589784234,0,0
"11764",270290,2016,0,6.219909142,0,0.44269816
"11765",270290,2017,0.020636939,0.774721779,0,0
"11766",270290,2018,0,0.288917148,0,0.020636939
"11767",270290,2019,1.052483895,0.969936139,0,0.041273878
"11768",270300,2013,0,0,0,0
"11769",270300,2014,0,0.112718561,0,0
"11770",270300,2015,0,0.225437122,0,0
"11771",270300,2016,0,0.169077842,0,0.056359281
"11772",270300,2017,0,0.112718561,0,0
"11773",270300,2018,0,0,0,0
"11774",270300,2019,0,4.514089094,0,0
"11775",270310,2013,0,0,0,0
"11776",270310,2014,0,1.243715587,0,0
"11777",270310,2015,0,4.535903907,0,0
"11778",270310,2016,0,3.987205854,0,1.243715587
"11779",270310,2017,0.264738493,0.365798702,0,0
"11780",270310,2018,0.075639569,0.416017632,0,0.075639569
"11781",270310,2019,1.966628805,3.025582777,0,0.037819785
"11782",270320,2013,0,0,0,0
"11783",270320,2014,0,1.370289225,0,0
"11784",270320,2015,0,1.256098456,0,0
"11785",270320,2016,0,5.138584595,0,0.152254358
"11786",270320,2017,0,0.152254358,0,0
"11787",270320,2018,0,0.15019905,0,0
"11788",270320,2019,0,12.09102355,0,0
"11789",270330,2013,0,0,0,0
"11790",270330,2014,0,1.05730398,0,0
"11791",270330,2015,0,89.5007819,0,0
"11792",270330,2016,0,4.810733109,0,0.211460796
"11793",270330,2017,0.054170298,0.158595597,0,0
"11794",270330,2018,0,0.108340595,0,0.054170298
"11795",270330,2019,0.108340595,1.137576251,0,0.325021786
"11796",270340,2013,0,0,0,0
"11797",270340,2014,0,0,0,0
"11798",270340,2015,0,0.822577207,0,0
"11799",270340,2016,0,0.164515441,0,0
"11800",270340,2017,0.69361095,0.164515441,0,0
"11801",270340,2018,0,0.173402738,0,0
"11802",270340,2019,0.346805475,7.282914979,0,0
"11803",270350,2013,0,0,0,0
"11804",270350,2014,0,0.457183147,0,0
"11805",270350,2015,0,1.676338206,0,0
"11806",270350,2016,0,0.304788765,0,0
"11807",270350,2017,0,0.152394382,0,0
"11808",270350,2018,0,0,0,0
"11809",270350,2019,0,2.241527619,0,0.320218231
"11810",270360,2013,0,0,0,0
"11811",270360,2014,0,0.204840933,0,0
"11812",270360,2015,0,2.970193527,0,0
"11813",270360,2016,0,0.819363732,0,0
"11814",270360,2017,0,2.253250262,0,0
"11815",270360,2018,0,0.396445017,0,0.099111254
"11816",270360,2019,0,7.631566582,0,0
"11817",270370,2013,0,0,0,0
"11818",270370,2014,0,1.65818265,0,0
"11819",270370,2015,0,7.084962232,0,0
"11820",270370,2016,0,3.014877545,0,0
"11821",270370,2017,0,0.452231632,0,0
"11822",270370,2018,0,0.473426444,0,0
"11823",270370,2019,1.262470516,16.72773434,0,0
"11824",270375,2013,0,0,0,0
"11825",270375,2014,0,0.386531719,0,0
"11826",270375,2015,0,0.441750536,0,0
"11827",270375,2016,0,0.110437634,0,1.049157524
"11828",270375,2017,0,0,0,0
"11829",270375,2018,0.052206728,0.052206728,0,0
"11830",270375,2019,0.052206728,0.887514376,0,0
"11831",270380,2013,0,0,0,0
"11832",270380,2014,0,0.240871625,0,0
"11833",270380,2015,0,1.589752725,0,0
"11834",270380,2016,0,0.5780919,0,1.011660825
"11835",270380,2017,0,0.09634865,0,0
"11836",270380,2018,0,0.144989393,0,0
"11837",270380,2019,0.144989393,10.87420451,0,0.724946967
"11838",270390,2013,0,0,0,0
"11839",270390,2014,0,0,0,0
"11840",270390,2015,0,0,0,0
"11841",270390,2016,0,0.440279829,0,0
"11842",270390,2017,0,0,0,0
"11843",270390,2018,0,0,0,0
"11844",270390,2019,0,1.902961036,0,0
"11845",270400,2013,0,0,0,0
"11846",270400,2014,0,2.265990495,0,0
"11847",270400,2015,0,0.981929215,0,0
"11848",270400,2016,0,12.3496482,0,2.832488119
"11849",270400,2017,0.038662298,0.264365558,0,0.113299525
"11850",270400,2018,0.077324596,0.115986895,0,0.347960684
"11851",270400,2019,0.270636088,5.335397156,0,0.811908263
"11852",270410,2013,0,0,0,0
"11853",270410,2014,0,1.69757428,0,0
"11854",270410,2015,0,2.811607402,0,0
"11855",270410,2016,0,2.652459813,0,0.84878714
"11856",270410,2017,0,0.477442766,0,0
"11857",270410,2018,0,0.342145777,0,0
"11858",270410,2019,24.06425296,34.27160196,0,3.763603543
"11859",270420,2013,0,0.072385996,0,0
"11860",270420,2014,0,3.872650769,0,0
"11861",270420,2015,0,4.126001754,0,0
"11862",270420,2016,0,4.813668713,0,0.941017944
"11863",270420,2017,0.105997972,0.615280963,0,0
"11864",270420,2018,0.035332657,0.42399189,0,0
"11865",270420,2019,5.723890512,18.97363707,0,1.201310354
"11866",270430,2013,0,0.005182092,0,0
"11867",270430,2014,0,4.853893299,0,0
"11868",270430,2015,0,3.239671488,0,0
"11869",270430,2016,0,4.806390784,0,3.225852575
"11870",270430,2017,0.302517623,0.584712769,0,0.138189133
"11871",270430,2018,0.146326459,0.298407329,0,0.122486755
"11872",270430,2019,0.41020732,3.53814089,0,0.231820569
"11873",270440,2013,0,0,0,0
"11874",270440,2014,0,0.612800346,0,0
"11875",270440,2015,0,24.60629081,0,0
"11876",270440,2016,0,0,0,0.094276976
"11877",270440,2017,0.187450557,0.094276976,0,0.047138488
"11878",270440,2018,0,0,0,0
"11879",270440,2019,0,2.764895721,0,0
"11880",270450,2013,0,0,0,0
"11881",270450,2014,0,4.65643268,0,0
"11882",270450,2015,0,16.20727344,0,0
"11883",270450,2016,0,9.060190719,0,1.479951472
"11884",270450,2017,1.069156424,2.923806567,0,0
"11885",270450,2018,0.097196039,1.555136617,0,0.03239868
"11886",270450,2019,0.583176232,6.350141188,0,0.745169629
"11887",270460,2013,0,0.094987149,0,0
"11888",270460,2014,0,3.419537366,0,0
"11889",270460,2015,0,5.604241794,0,0
"11890",270460,2016,0,2.754627322,0,0
"11891",270460,2017,0.110823724,0.379948596,0,0.094987149
"11892",270460,2018,0,0,0,0.110823724
"11893",270460,2019,0.110823724,0,0,0
"11894",270470,2013,0,0,0,0
"11895",270470,2014,0,3.687453138,0,0
"11896",270470,2015,0,13.20406199,0,0
"11897",270470,2016,0,6.052637726,0,0.502834519
"11898",270470,2017,0.220051942,0.242105509,0,0
"11899",270470,2018,0.101562435,0.101562435,0,0.016927072
"11900",270470,2019,0.101562435,1.083332636,0,0.033854145
"11901",270480,2013,0,0,0,0
"11902",270480,2014,0,1.705366958,0,0
"11903",270480,2015,0,3.935462211,0,0
"11904",270480,2016,0,5.050509837,0,3.54191599
"11905",270480,2017,0,0.131182074,0,0
"11906",270480,2018,0,0.355485492,0,0
"11907",270480,2019,0,1.350844868,0,0
"11908",270490,2013,0,0,0,0
"11909",270490,2014,0,0.25934014,0,0
"11910",270490,2015,0,1.296700702,0,0
"11911",270490,2016,0,0.778020421,0,0
"11912",270490,2017,0,0,0,0
"11913",270490,2018,0,0,0,0
"11914",270490,2019,0,0.563275322,0,0
"11915",270500,2013,0,0,0,0
"11916",270500,2014,0,0.587035718,0,0
"11917",270500,2015,0,93.69090062,0,0
"11918",270500,2016,0,23.52056444,0,4.422335744
"11919",270500,2017,0.438983858,0.117407144,0,0.273950002
"11920",270500,2018,0.478891481,0.199538117,0,0.239445741
"11921",270500,2019,1.03759821,7.06364935,0,0.279353364
"11922",270510,2013,0,0,0,0
"11923",270510,2014,0,0.057923005,0,0
"11924",270510,2015,0,1.448075133,0,0
"11925",270510,2016,0,2.548612234,0,4.344225399
"11926",270510,2017,0,0,0,0.057923005
"11927",270510,2018,0.059783311,0.059783311,0,0
"11928",270510,2019,0.119566622,1.255449527,0,0.179349932
"11929",270520,2013,0,0,0,0
"11930",270520,2014,0,1.121582256,0,0
"11931",270520,2015,0,3.925537896,0,0
"11932",270520,2016,0,4.019003084,0,2.897420828
"11933",270520,2017,0,0.373860752,0,0
"11934",270520,2018,0,0.084150741,0,0
"11935",270520,2019,0.504904444,3.870934074,0,1.346411852
"11936",270530,2013,0,0,0,0
"11937",270530,2014,0,0.682728084,0,0
"11938",270530,2015,0,1.194774146,0,0
"11939",270530,2016,0,1.365456167,0,1.536138188
"11940",270530,2017,0,0.512046063,0,0
"11941",270530,2018,0,0,0,0
"11942",270530,2019,0,1.949716514,0,0
"11943",270540,2013,0,0,0,0
"11944",270540,2014,0,1.757461859,0,0
"11945",270540,2015,0,4.393654647,0,0
"11946",270540,2016,0,4.895786607,0,0.25106598
"11947",270540,2017,0,0.12553299,0,0
"11948",270540,2018,0,0,0,0
"11949",270540,2019,0.526669743,4.081690507,0,0
"11950",270550,2013,0,0.060895273,0,0
"11951",270550,2014,0,1.126562544,0,0
"11952",270550,2015,0,0.395819272,0,0
"11953",270550,2016,0,0.121790545,0,0.943876726
"11954",270550,2017,0,0.608952726,0,0
"11955",270550,2018,0.060236614,0.090354921,0,0
"11956",270550,2019,0.030118307,0.180709842,0,0
"11957",270560,2013,0,0,0,0
"11958",270560,2014,0,0.129963503,0,0
"11959",270560,2015,0,0.38989051,0,0
"11960",270560,2016,0,1.234653282,0,0.584835765
"11961",270560,2017,0,0.129963503,0,0
"11962",270560,2018,0,0,0,0
"11963",270560,2019,0,2.678121893,0,0
"11964",270570,2013,0,0.040519412,0,0
"11965",270570,2014,0,1.458698843,0,0
"11966",270570,2015,0,1.296621194,0,0
"11967",270570,2016,0,0.648310597,0,0
"11968",270570,2017,0,0.040519412,0,0
"11969",270570,2018,0,0,0,0
"11970",270570,2019,0.324783713,4.303384191,0,0
"11971",270580,2013,0,0,0,0
"11972",270580,2014,0,1.145442104,0,0
"11973",270580,2015,0,4.581768416,0,0
"11974",270580,2016,0,1.574982893,0,0
"11975",270580,2017,0,0,0,0
"11976",270580,2018,0,0,0,0
"11977",270580,2019,0,0.941394935,0,0
"11978",270590,2013,0,0,0,0
"11979",270590,2014,0,1.256296763,0,0
"11980",270590,2015,0,2.303210732,0,0
"11981",270590,2016,0,3.768890288,0,0.209382794
"11982",270590,2017,0,0.628148381,0,0
"11983",270590,2018,0,0,0,0
"11984",270590,2019,0.426123938,9.161664664,0,0
"11985",270600,2013,0,0,0,0
"11986",270600,2014,0,4.504447115,0,0
"11987",270600,2015,0,14.06651906,0,0
"11988",270600,2016,0,13.19723979,0,0
"11989",270600,2017,0,0.079025388,0,0
"11990",270600,2018,0,0,0,0
"11991",270600,2019,0.078779674,0.315118695,0,0
"11992",270610,2013,0,0,0,0
"11993",270610,2014,0,5.298241062,0,0
"11994",270610,2015,0,80.50741906,0,0
"11995",270610,2016,0,6.978171154,0,0.387676175
"11996",270610,2017,0,1.421479309,0,0
"11997",270610,2018,0,0,0,0
"11998",270610,2019,0,0.255933758,0,0
"11999",270620,2013,0,0,0,0
"12000",270620,2014,0,3.518646876,0,0
"12001",270620,2015,0,6.666909871,0,0
"12002",270620,2016,0,2.407495231,0,0
"12003",270620,2017,0,0.740767763,0,0.185191941
"12004",270620,2018,0,0.71842839,0,0
"12005",270620,2019,1.077642585,34.84377692,0,0
"12006",270630,2013,0,0,0,0
"12007",270630,2014,0,1.577562211,0,0
"12008",270630,2015,0,18.21477599,0,0
"12009",270630,2016,0,4.805497197,0,0.4004581
"12010",270630,2017,0.147316782,0.643159978,0,0.012135094
"12011",270630,2018,0.024552797,0.282357166,0,0.220975173
"12012",270630,2019,0.576990731,2.66397848,0,0.184145978
"12013",270640,2013,0,0,0,0
"12014",270640,2014,0,0.69527765,0,0
"12015",270640,2015,0,1.332615495,0,0
"12016",270640,2016,0,0.782187356,0,0
"12017",270640,2017,0,0.231759217,0,0
"12018",270640,2018,0,0,0,0
"12019",270640,2019,0.059780029,1.853180893,0,0.089670043
"12020",270642,2013,0,0,0,0
"12021",270642,2014,0,0.349788015,0,0
"12022",270642,2015,0,3.060645132,0,0
"12023",270642,2016,0,1.136811049,0,1.39915206
"12024",270642,2017,0.089214694,0.087447004,0,0
"12025",270642,2018,0.267644081,0.267644081,0,0.089214694
"12026",270642,2019,0.535288162,0.446073469,0,0
"12027",270644,2013,0,0,0,0
"12028",270644,2014,0,1.575305783,0,0
"12029",270644,2015,0,0.825160172,0,0
"12030",270644,2016,0,1.350262099,0,5.476062959
"12031",270644,2017,0.585791869,0.225043683,0,0.375072805
"12032",270644,2018,0,0.325439927,0,0
"12033",270644,2019,0,5.011774875,0,1.041407766
"12034",270650,2013,0,0,0,0
"12035",270650,2014,0,0.158779703,0,0
"12036",270650,2015,0,0.211706271,0,0
"12037",270650,2016,0,0,0,0
"12038",270650,2017,0,0.052926568,0,0
"12039",270650,2018,0.052466791,0,0,0
"12040",270650,2019,0,0.734535073,0,0
"12041",270660,2013,0,0,0,0
"12042",270660,2014,0,0,0,0
"12043",270660,2015,0,0,0,0
"12044",270660,2016,0,0.280496791,0,0
"12045",270660,2017,0,0,0,0
"12046",270660,2018,0,0,0,0
"12047",270660,2019,0.14495189,5.943027498,0,0.14495189
"12048",270670,2013,0,0.015628531,0,0
"12049",270670,2014,0,19.45752077,0,0
"12050",270670,2015,0,8.408149536,0,0
"12051",270670,2016,0,8.236235698,0,0.140656777
"12052",270670,2017,0.015597304,0.046885592,0,0.062514123
"12053",270670,2018,0.046791911,0.046791911,0,0.093583821
"12054",270670,2019,2.15242789,11.66678306,0,1.294576195
"12055",270680,2013,0,0,0,0
"12056",270680,2014,0,0.473006514,0,0
"12057",270680,2015,0,1.849025463,0,0
"12058",270680,2016,0,2.79503849,0,0.172002369
"12059",270680,2017,0.043671917,0.043000592,0,0
"12060",270680,2018,2.008908171,0.087343834,0,0
"12061",270680,2019,3.799456759,7.118522433,0,0.611406835
"12062",270690,2013,0,0,0,0
"12063",270690,2014,0,2.35600718,0,0
"12064",270690,2015,0,4.690399615,0,0
"12065",270690,2016,0,2.593769372,0,4.387793188
"12066",270690,2017,0.043043007,0.432294895,0,0.04322949
"12067",270690,2018,0.043043007,0.279779546,0,0
"12068",270690,2019,0.129129021,2.690187943,0,0
"12069",270700,2013,0,0,0,0
"12070",270700,2014,0,0.307321827,0,0
"12071",270700,2015,0,0,0,0
"12072",270700,2016,0,1.229287309,0,0
"12073",270700,2017,0,0,0,0
"12074",270700,2018,0,0,0,0
"12075",270700,2019,0,1.27890847,0,0
"12076",270710,2013,0,0,0,0
"12077",270710,2014,0,0.562376127,0,0
"12078",270710,2015,0,1.799603606,0,0
"12079",270710,2016,0,0.374917418,0,0.299933934
"12080",270710,2017,0,0,0,0
"12081",270710,2018,0,0,0,0
"12082",270710,2019,0,1.149316364,0,0
"12083",270720,2013,0,0,0,0
"12084",270720,2014,0,1.955186661,0,0
"12085",270720,2015,0,3.837959002,0,0
"12086",270720,2016,0,9.413861702,0,0.579314566
"12087",270720,2017,0.145588604,0.072414321,0,0.362071604
"12088",270720,2018,0.218382906,0.145588604,0,0
"12089",270720,2019,0.145588604,0.727943019,0,0
"12090",270730,2013,0,0,0,0
"12091",270730,2014,0,1.240239039,0,0
"12092",270730,2015,0,2.342673741,0,0
"12093",270730,2016,0,0.091869558,0,2.618282416
"12094",270730,2017,0.136887874,0.367478234,0,0.091869558
"12095",270730,2018,0,0.091258583,0,0
"12096",270730,2019,0.045629291,13.82567532,0,0.273775749
"12097",270740,2013,0,0,0,0
"12098",270740,2014,0,0,0,0
"12099",270740,2015,0,0.572183737,0,0
"12100",270740,2016,0,0.114436747,0,0
"12101",270740,2017,0,0.228873495,0,0
"12102",270740,2018,0,0.513666342,0,0
"12103",270740,2019,0,1.155749269,0,0.128416585
"12104",270750,2013,0,0,0,0
"12105",270750,2014,0,0.210717659,0,0
"12106",270750,2015,0,0.993383248,0,0
"12107",270750,2016,0,2.58881695,0,0
"12108",270750,2017,0,0.210717659,0,0
"12109",270750,2018,0,0.030246404,0,0
"12110",270750,2019,1.11911694,0.604928076,0,0.030246404
"12111",270760,2013,0,0,0,0
"12112",270760,2014,0,0.334902493,0,0
"12113",270760,2015,0,0,0,0
"12114",270760,2016,0,0.083725623,0,0.25117687
"12115",270760,2017,0.175251799,0.167451247,0,0.25117687
"12116",270760,2018,0,0.087625899,0,0.087625899
"12117",270760,2019,0.788633095,7.886330947,0,0.876258994
"12118",270770,2013,0,0.038268939,0,0
"12119",270770,2014,0,6.020979744,0,0
"12120",270770,2015,0,2.487481038,0,0
"12121",270770,2016,0,12.71804408,0,13.95540644
"12122",270770,2017,0.763611932,0.905698224,0,0.54852146
"12123",270770,2018,0.150218741,0.688502562,0,0.100145827
"12124",270770,2019,0.300437481,3.855614346,0,0.175255198
"12125",270780,2013,0,0,0,0
"12126",270780,2014,0,0.171820381,0,0
"12127",270780,2015,0,0.945012096,0,0
"12128",270780,2016,0,11.08241458,0,4.123689145
"12129",270780,2017,0,0,0,0
"12130",270780,2018,0,0,0,0
"12131",270780,2019,0,0,0,0
"12132",270790,2013,0,0,0,0
"12133",270790,2014,0,2.703600477,0,0
"12134",270790,2015,0,0.466138013,0,0
"12135",270790,2016,0,0.745820821,0,0.466138013
"12136",270790,2017,0,0,0,0
"12137",270790,2018,0,0,0,0
"12138",270790,2019,0,7.78627914,0,0
"12139",270800,2013,0,0.019827314,0,0
"12140",270800,2014,0,6.840423174,0,0
"12141",270800,2015,0,11.32139604,0,0
"12142",270800,2016,0,15.24720412,0,1.368084635
"12143",270800,2017,0.784231363,0.257755076,0,0.693955974
"12144",270800,2018,0.313692545,0.039211568,0,0.843048716
"12145",270800,2019,0.019605784,0.254875193,0,1.058712341
